xflr5 v6.57

Wing (Simple Winglets)
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,  10.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   1.221274
Cy    = ,   0.000000
Cd=,   0.044930,ICd=,    0.044930,PCd=,    0.000000
Cl   = ,5.49082e-14
Cm   =,    0.115581
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,    1.076989, YCP=,   -0.000000, ZCP=,    0.543992 
XNP=,    0.000000
Bending =, 8396.298635

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
   10.3601,   1.2084, -1.127, 0.964203, 0.000000, 0.007083, 0.043607,-0.061697, 0.0000, 0.0000, 0.3540,29.7333
   10.4193,   1.1716, -1.114, 0.988309, 0.000000, 0.009292, 0.009639,-0.057152, 0.0000, 0.0000, 0.3490,26.1850
   10.4826,   1.1322, -1.119, 1.008081, 0.000000, 0.011220,-0.030809,-0.052791, 0.0000, 0.0000, 0.3443,22.6693
   10.5495,   1.0907, -1.144, 1.025036, 0.000000, 0.013124,-0.078342,-0.048644, 0.0000, 0.0000, 0.3398,19.2730
   10.6191,   1.0474, -1.185, 1.039949, 0.000000, 0.015065,-0.133552,-0.044698, 0.0000, 0.0000, 0.3356,16.0707
   10.6906,   1.0030, -1.244, 1.053138, 0.000000, 0.017134,-0.196966,-0.040875, 0.0000, 0.0000, 0.3315,13.1231
   10.7634,   0.9577, -1.320, 1.064584, 0.000000, 0.019401,-0.268996,-0.037078, 0.0000, 0.0000, 0.3276,10.4749
   10.8366,   0.9123, -1.419, 1.074001, 0.000000, 0.021983,-0.349841,-0.033177, 0.0000, 0.0000, 0.3235, 8.1544
   10.9094,   0.8670, -1.544, 1.080823, 0.000000, 0.024955,-0.439357,-0.029019, 0.0000, 0.0000, 0.3192, 6.1737
   10.9809,   0.8226, -1.700, 1.084202, 0.000000, 0.028416,-0.536756,-0.024406, 0.0000, 0.0000, 0.3144, 4.5299
   11.0505,   0.7793, -1.895, 1.082970, 0.000000, 0.032441,-0.640297,-0.019102, 0.0000, 0.0000, 0.3088, 3.2071
   11.1174,   0.7378, -2.134, 1.075592, 0.000000, 0.037058,-0.746901,-0.012832, 0.0000, 0.0000, 0.3020, 2.1786
   11.1807,   0.6984, -2.422, 1.060130, 0.000000, 0.042183,-0.851636,-0.005283, 0.0000, 0.0000, 0.2933, 1.4094
   11.2399,   0.6616, -2.764, 1.034268, 0.000000, 0.047654,-0.947231, 0.003880, 0.0000, 0.0000, 0.2819, 0.8599
   11.2943,   0.6278, -3.162, 0.995352, 0.000000, 0.053082,-1.023555, 0.014984, 0.0000, 0.0000, 0.2666, 0.4881
   11.3433,   0.5974, -3.615, 0.940578, 0.000000, 0.057885,-1.067434, 0.028321, 0.0000, 0.0000, 0.2451, 0.2527
   11.3863,   0.5707, -4.115, 0.867275, 0.000000, 0.061225,-1.062633, 0.044132, 0.0000, 0.0000, 0.2131, 0.1159
   11.4228,   0.5479, -4.647, 0.773350, 0.000000, 0.062034,-0.989724, 0.062638, 0.0000, 0.0000, 0.1614, 0.0449
   11.4526,   0.5294, -5.176, 0.657879, 0.000000, 0.059057,-0.826143, 0.084233, 0.0000, 0.0000, 0.0642, 0.0135
   11.4752,   0.5154, -5.645, 0.521930, 0.000000, 0.051280,-0.547961, 0.109474, 0.0000, 0.0000,-0.1657, 0.0026
   11.4904,   0.5059, -5.965, 0.369818, 0.000000, 0.038476,-0.098097, 0.138734, 0.0000, 0.0000,-1.1109, 0.0002
   11.4981,   0.5012, -6.076, 0.216927, 0.000000, 0.023005, 0.327480, 0.173892, 0.0000, 0.0000, 4.0158, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
Main WingCp Coefficients
Strip 1
  20,   2.298e+00,  -1.105e+01,   1.868e+00,      -0.082,      -0.723,      -0.686,   1.189e-05,    -10.4348
  21,   2.292e+00,  -1.105e+01,   1.868e+00,      -0.062,      -0.720,      -0.691,   3.532e-05,    -10.3847
  22,   2.280e+00,  -1.105e+01,   1.869e+00,      -0.041,      -0.716,      -0.697,   5.781e-05,     -9.1112
  23,   2.262e+00,  -1.105e+01,   1.869e+00,      -0.022,      -0.712,      -0.702,   7.885e-05,     -6.6761
  24,   2.239e+00,  -1.105e+01,   1.869e+00,       0.000,      -0.707,      -0.708,   9.797e-05,     -4.1817
  25,   2.211e+00,  -1.105e+01,   1.869e+00,       0.031,      -0.698,      -0.716,   1.148e-04,     -2.4838
  26,   2.180e+00,  -1.105e+01,   1.868e+00,       0.076,      -0.683,      -0.727,   1.292e-04,     -1.5451
  27,   2.145e+00,  -1.105e+01,   1.865e+00,       0.096,      -0.674,      -0.732,   1.406e-04,     -1.0516
  28,   2.107e+00,  -1.106e+01,   1.863e+00,       0.101,      -0.672,      -0.733,   1.485e-04,     -0.7766
  29,   2.069e+00,  -1.106e+01,   1.860e+00,       0.094,      -0.676,      -0.731,   1.525e-04,     -0.6118
  30,   2.029e+00,  -1.106e+01,   1.858e+00,       0.072,      -0.687,      -0.723,   1.525e-04,     -0.5107
  31,   1.991e+00,  -1.106e+01,   1.856e+00,       0.034,      -0.706,      -0.708,   1.486e-04,     -0.4622
  32,   1.953e+00,  -1.106e+01,   1.856e+00,       0.001,      -0.722,      -0.692,   1.413e-04,     -0.4452
  33,   1.918e+00,  -1.106e+01,   1.856e+00,      -0.022,      -0.734,      -0.679,   1.304e-04,     -0.4362
  34,   1.887e+00,  -1.106e+01,   1.857e+00,      -0.046,      -0.746,      -0.664,   1.164e-04,     -0.4292
  35,   1.859e+00,  -1.106e+01,   1.858e+00,      -0.075,      -0.760,      -0.645,   9.968e-05,     -0.4233
  36,   1.836e+00,  -1.106e+01,   1.860e+00,      -0.114,      -0.779,      -0.617,   8.064e-05,     -0.4161
  37,   1.818e+00,  -1.106e+01,   1.861e+00,      -0.187,      -0.809,      -0.557,   6.024e-05,     -0.4567
  38,   1.806e+00,  -1.106e+01,   1.864e+00,      -0.375,      -0.853,      -0.363,   4.120e-05,     -1.0150
  39,   1.800e+00,  -1.105e+01,   1.867e+00,      -0.672,      -0.727,       0.143,   2.880e-05,     -1.9028
  40,   1.800e+00,  -1.105e+01,   1.871e+00,      -0.689,      -0.200,       0.696,   3.356e-05,     -2.6388
  41,   1.806e+00,  -1.104e+01,   1.876e+00,      -0.518,       0.158,       0.840,   4.950e-05,     -2.3926
  42,   1.818e+00,  -1.104e+01,   1.880e+00,      -0.394,       0.331,       0.858,   6.788e-05,     -1.6191
  43,   1.836e+00,  -1.103e+01,   1.885e+00,      -0.310,       0.425,       0.851,   8.592e-05,     -1.2164
  44,   1.859e+00,  -1.103e+01,   1.890e+00,      -0.241,       0.492,       0.837,   1.020e-04,     -1.0124
  45,   1.887e+00,  -1.102e+01,   1.895e+00,      -0.185,       0.541,       0.821,   1.161e-04,     -0.8900
  46,   1.918e+00,  -1.102e+01,   1.898e+00,      -0.130,       0.583,       0.802,   1.275e-04,     -0.8161
  47,   1.953e+00,  -1.102e+01,   1.901e+00,      -0.079,       0.618,       0.782,   1.363e-04,     -0.7677
  48,   1.991e+00,  -1.102e+01,   1.902e+00,      -0.016,       0.655,       0.755,   1.422e-04,     -0.7268
  49,   2.029e+00,  -1.102e+01,   1.902e+00,       0.050,       0.687,       0.725,   1.457e-04,     -0.6621
  50,   2.069e+00,  -1.102e+01,   1.899e+00,       0.101,       0.708,       0.699,   1.466e-04,     -0.6117
  51,   2.107e+00,  -1.102e+01,   1.896e+00,       0.141,       0.720,       0.679,   1.442e-04,     -0.6174
  52,   2.145e+00,  -1.103e+01,   1.892e+00,       0.174,       0.728,       0.663,   1.385e-04,     -0.7119
  53,   2.180e+00,  -1.103e+01,   1.887e+00,       0.205,       0.734,       0.647,   1.293e-04,     -0.9670
  54,   2.211e+00,  -1.104e+01,   1.882e+00,       0.239,       0.738,       0.631,   1.170e-04,     -1.5632
  55,   2.239e+00,  -1.104e+01,   1.877e+00,       0.246,       0.738,       0.628,   1.006e-04,     -2.9924
  56,   2.262e+00,  -1.105e+01,   1.873e+00,       0.230,       0.737,       0.635,   8.089e-05,     -5.6724
  57,   2.280e+00,  -1.105e+01,   1.870e+00,       0.201,       0.735,       0.648,   5.898e-05,     -8.5017
  58,   2.292e+00,  -1.105e+01,   1.869e+00,       0.162,       0.732,       0.662,   3.575e-05,     -9.9565
  59,   2.298e+00,  -1.105e+01,   1.868e+00,       0.128,       0.729,       0.673,   1.196e-05,    -10.3853
Strip 2
  60,   2.296e+00,  -1.105e+01,   1.862e+00,      -0.081,      -0.723,      -0.686,   3.589e-05,     -5.5055
  61,   2.290e+00,  -1.105e+01,   1.863e+00,      -0.062,      -0.720,      -0.691,   1.066e-04,     -5.5034
  62,   2.277e+00,  -1.105e+01,   1.863e+00,      -0.041,      -0.716,      -0.697,   1.745e-04,     -5.0055
  63,   2.260e+00,  -1.104e+01,   1.864e+00,      -0.022,      -0.712,      -0.702,   2.379e-04,     -3.9719
  64,   2.236e+00,  -1.104e+01,   1.864e+00,       0.000,      -0.707,      -0.708,   2.956e-04,     -2.8149
  65,   2.208e+00,  -1.104e+01,   1.863e+00,       0.031,      -0.698,      -0.716,   3.464e-04,     -1.9005
  66,   2.176e+00,  -1.105e+01,   1.862e+00,       0.076,      -0.683,      -0.727,   3.899e-04,     -1.2968
  67,   2.141e+00,  -1.105e+01,   1.860e+00,       0.096,      -0.674,      -0.732,   4.243e-04,     -0.9325
  68,   2.103e+00,  -1.105e+01,   1.857e+00,       0.101,      -0.672,      -0.733,   4.479e-04,     -0.7100
  69,   2.064e+00,  -1.105e+01,   1.855e+00,       0.094,      -0.676,      -0.731,   4.601e-04,     -0.5680
  70,   2.025e+00,  -1.106e+01,   1.852e+00,       0.072,      -0.687,      -0.723,   4.601e-04,     -0.4757
  71,   1.985e+00,  -1.106e+01,   1.851e+00,       0.034,      -0.706,      -0.708,   4.485e-04,     -0.4240
  72,   1.948e+00,  -1.106e+01,   1.850e+00,       0.001,      -0.722,      -0.692,   4.262e-04,     -0.3957
  73,   1.912e+00,  -1.106e+01,   1.850e+00,      -0.022,      -0.734,      -0.679,   3.936e-04,     -0.3742
