xflr5 v6.57

Wing (Simple Winglets)
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,   0.000000
Beta  = ,   0.000�
Phi   = ,   0.000�
Ctrl  = ,   0.000
CL    = ,   0.367020
Cy    = ,   0.000000
Cd=,   0.004434,ICd=,    0.004434,PCd=,    0.000000
Cl   = ,1.84067e-14
Cm   =,  -0.0364385
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,    1.545255, YCP=,   -0.000000, ZCP=,    0.638124 
XNP=,    0.000000
Bending =, 2586.351572

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
   -5.4442,   2.3242, -0.527, 0.379292, 0.000000, 0.003490,-0.027466,-0.099391, 0.0000, 0.0000, 0.5166,551.2819
   -5.1062,   2.3935, -0.541, 0.377648, 0.000000, 0.003569,-0.029792,-0.099229, 0.0000, 0.0000, 0.5175,630.8856
   -4.7602,   2.4644, -0.557, 0.375840, 0.000000, 0.003656,-0.032047,-0.099063, 0.0000, 0.0000, 0.5185,719.0254
   -4.4069,   2.5368, -0.574, 0.373878, 0.000000, 0.003751,-0.034230,-0.098891, 0.0000, 0.0000, 0.5196,816.1827
   -4.0468,   2.6106, -0.593, 0.371770, 0.000000, 0.003855,-0.036337,-0.098714, 0.0000, 0.0000, 0.5208,922.8190
   -3.6804,   2.6857, -0.615, 0.369524, 0.000000, 0.003969,-0.038367,-0.098532, 0.0000, 0.0000, 0.5221,1039.3702
   -3.3084,   2.7619, -0.638, 0.367148, 0.000000, 0.004095,-0.040317,-0.098345, 0.0000, 0.0000, 0.5235,1166.2405
   -2.9313,   2.8392, -0.664, 0.364646, 0.000000, 0.004236,-0.042189,-0.098152, 0.0000, 0.0000, 0.5250,1303.7971
   -2.5497,   2.9174, -0.694, 0.362026, 0.000000, 0.004396,-0.043979,-0.097952, 0.0000, 0.0000, 0.5266,1452.3646
   -2.1641,   2.9965, -0.730, 0.359291, 0.000000, 0.004585,-0.045687,-0.097745, 0.0000, 0.0000, 0.5283,1612.2188
   -1.7752,   3.0762, -0.772, 0.356438, 0.000000, 0.004817,-0.047305,-0.097525, 0.0000, 0.0000, 0.5300,1783.5822
   -1.3836,   3.1564, -0.827, 0.353439, 0.000000, 0.005121,-0.048819,-0.097280, 0.0000, 0.0000, 0.5316,1966.6177
   -0.9898,   3.2371, -0.904, 0.350179, 0.000000, 0.005551,-0.050182,-0.096968, 0.0000, 0.0000, 0.5331,2161.4234
   -0.5945,   3.3182, -1.022, 0.346183, 0.000000, 0.006223,-0.051275,-0.096472, 0.0000, 0.0000, 0.5341,2368.0242
   -0.1983,   3.3994, -1.237, 0.337640, 0.000000, 0.007448,-0.051687,-0.095384, 0.0000, 0.0000, 0.5332,2586.3516
    0.1983,   3.3994, -1.237, 0.337640, 0.000000, 0.007448,-0.051687,-0.095384, 0.0000, 0.0000, 0.5332,2586.3516
    0.5945,   3.3182, -1.022, 0.346183, 0.000000, 0.006223,-0.051275,-0.096472, 0.0000, 0.0000, 0.5341,2368.0242
    0.9898,   3.2371, -0.904, 0.350179, 0.000000, 0.005551,-0.050182,-0.096968, 0.0000, 0.0000, 0.5331,2161.4234
    1.3836,   3.1564, -0.827, 0.353439, 0.000000, 0.005121,-0.048819,-0.097280, 0.0000, 0.0000, 0.5316,1966.6177
    1.7752,   3.0762, -0.772, 0.356438, 0.000000, 0.004817,-0.047305,-0.097525, 0.0000, 0.0000, 0.5300,1783.5822
    2.1641,   2.9965, -0.730, 0.359291, 0.000000, 0.004585,-0.045687,-0.097745, 0.0000, 0.0000, 0.5283,1612.2188
    2.5497,   2.9174, -0.694, 0.362026, 0.000000, 0.004396,-0.043979,-0.097952, 0.0000, 0.0000, 0.5266,1452.3646
    2.9313,   2.8392, -0.664, 0.364646, 0.000000, 0.004236,-0.042189,-0.098152, 0.0000, 0.0000, 0.5250,1303.7971
    3.3084,   2.7619, -0.638, 0.367148, 0.000000, 0.004095,-0.040317,-0.098345, 0.0000, 0.0000, 0.5235,1166.2405
    3.6804,   2.6857, -0.615, 0.369524, 0.000000, 0.003969,-0.038367,-0.098532, 0.0000, 0.0000, 0.5221,1039.3702
    4.0468,   2.6106, -0.593, 0.371770, 0.000000, 0.003855,-0.036337,-0.098714, 0.0000, 0.0000, 0.5208,922.8190
    4.4069,   2.5368, -0.574, 0.373878, 0.000000, 0.003751,-0.034230,-0.098891, 0.0000, 0.0000, 0.5196,816.1827
    4.7602,   2.4644, -0.557, 0.375840, 0.000000, 0.003656,-0.032047,-0.099063, 0.0000, 0.0000, 0.5185,719.0254
    5.1062,   2.3935, -0.541, 0.377648, 0.000000, 0.003569,-0.029792,-0.099229, 0.0000, 0.0000, 0.5175,630.8856
    5.4442,   2.3242, -0.527, 0.379292, 0.000000, 0.003490,-0.027466,-0.099391, 0.0000, 0.0000, 0.5166,551.2819
    5.7739,   2.2566, -0.514, 0.380762, 0.000000, 0.003420,-0.025077,-0.099549, 0.0000, 0.0000, 0.5158,479.7179
    6.0947,   2.1909, -0.502, 0.382038, 0.000000, 0.003352,-0.022627,-0.099698, 0.0000, 0.0000, 0.5152,415.6880
    6.4061,   2.1271, -0.493, 0.383122, 0.000000, 0.003297,-0.020130,-0.099847, 0.0000, 0.0000, 0.5147,358.6817
    6.7077,   2.0653, -0.484, 0.383987, 0.000000, 0.003248,-0.017590,-0.099989, 0.0000, 0.0000, 0.5143,308.1893
    6.9988,   2.0056, -0.477, 0.384618, 0.000000, 0.003204,-0.015022,-0.100127, 0.0000, 0.0000, 0.5141,263.7053
    7.2792,   1.9481, -0.471, 0.384999, 0.000000, 0.003168,-0.012439,-0.100261, 0.0000, 0.0000, 0.5140,224.7329
    7.5484,   1.8930, -0.466, 0.385111, 0.000000, 0.003137,-0.009860,-0.100392, 0.0000, 0.0000, 0.5141,190.7876
    7.8059,   1.8402, -0.462, 0.384936, 0.000000, 0.003110,-0.007302,-0.100525, 0.0000, 0.0000, 0.5144,161.4003
    8.0514,   1.7899, -0.459, 0.384458, 0.000000, 0.003084,-0.004791,-0.100662, 0.0000, 0.0000, 0.5149,136.1202
    8.2845,   1.7421, -0.457, 0.383677, 0.000000, 0.003065,-0.002353,-0.100817, 0.0000, 0.0000, 0.5157,114.5176
    8.5048,   1.6969, -0.454, 0.382573, 0.000000, 0.003041,-0.000019,-0.101000, 0.0000, 0.0000, 0.5167,96.1858
    8.7119,   1.6545, -0.451, 0.381154, 0.000000, 0.003013, 0.002181,-0.101231, 0.0000, 0.0000, 0.5180,80.7426
    8.9057,   1.6148, -0.447, 0.379431, 0.000000, 0.002973, 0.004210,-0.101538, 0.0000, 0.0000, 0.5198,67.8322
    9.0857,   1.5779, -0.441, 0.377441, 0.000000, 0.002923, 0.006031,-0.101965, 0.0000, 0.0000, 0.5219,57.1258
    9.2517,   1.5439, -0.434, 0.375231, 0.000000, 0.002860, 0.007610,-0.102567, 0.0000, 0.0000, 0.5246,48.3222
    9.4035,   1.5128, -0.425, 0.372862, 0.000000, 0.002790, 0.008918,-0.103410, 0.0000, 0.0000, 0.5280,41.1485
    9.5407,   1.4846, -0.417, 0.370386, 0.000000, 0.002725, 0.009944,-0.104568, 0.0000, 0.0000, 0.5320,35.3598
    9.6632,   1.4595, -0.414, 0.367812, 0.000000, 0.002696, 0.010696,-0.106106, 0.0000, 0.0000, 0.5368,30.7390
    9.7709,   1.4375, -0.423, 0.365011, 0.000000, 0.002749, 0.011238,-0.108054, 0.0000, 0.0000, 0.5421,27.0960
    9.8634,   1.4185, -0.459, 0.361548, 0.000000, 0.002981, 0.011676,-0.110391, 0.0000, 0.0000, 0.5478,24.2670
    9.9408,   1.4026, -0.532, 0.356183, 0.000000, 0.003458, 0.012192,-0.112968, 0.0000, 0.0000, 0.5534,22.1137
   10.0028,   1.3899, -0.667, 0.345693, 0.000000, 0.004345, 0.013033,-0.115503, 0.0000, 0.0000, 0.5580,20.5222
   10.0494,   1.3804, -0.879, 0.319763, 0.000000, 0.005740, 0.014515,-0.117494, 0.0000, 0.0000, 0.5605,19.4025
   10.0805,   1.3740, -1.176, 0.300649, 0.000000, 0.007691, 0.016878,-0.118339, 0.0000, 0.0000, 0.5599,18.6884
   10.0961,   1.3708, -1.542, 0.293451, 0.000000, 0.010092, 0.019230,-0.118275, 0.0000, 0.0000, 0.5581,18.3383
   10.1019,   1.3688, -2.427,-1.110751, 0.000000, 0.015869, 0.017108,-0.082741, 0.0000, 0.0000, 0.5567,18.1926
   10.1096,   1.3641, -2.023, 0.075564, 0.000000, 0.013238, 0.015736,-0.083022, 0.0000, 0.0000, 0.5575,17.9615
   10.1248,   1.3546, -1.683, 0.258724, 0.000000, 0.011024, 0.013822,-0.082074, 0.0000, 0.0000, 0.5575,17.5028
   10.1474,   1.3406, -1.421, 0.314282, 0.000000, 0.009322, 0.011569,-0.080654, 0.0000, 0.0000, 0.5549,16.8306
   10.1772,   1.3221, -1.220, 0.338433, 0.000000, 0.008028, 0.008762,-0.079088, 0.0000, 0.0000, 0.5505,15.9665
   10.2137,   1.2993, -1.070, 0.351564, 0.000000, 0.007060, 0.005188,-0.077373, 0.0000, 0.0000, 0.5450,14.9383
   10.2567,   1.2726, -0.959, 0.360029, 0.000000, 0.006354, 0.000721,-0.075586, 0.0000, 0.0000, 0.5385,13.7788
   10.3057,   1.2422, -0.878, 0.366316, 0.000000, 0.005846,-0.004795,-0.073825, 0.0000, 0.0000, 0.5315,12.5236
   10.3601,   1.2084, -0.820, 0.371551, 0.000000, 0.005492,-0.011532,-0.072158, 0.0000, 0.0000, 0.5243,11.2100
   10.4193,   1.1716, -0.781, 0.376289, 0.000000, 0.005270,-0.019655,-0.070622, 0.0000, 0.0000, 0.5172, 9.8747
   10.4826,   1.1322, -0.756, 0.380791, 0.000000, 0.005137,-0.029333,-0.069235, 0.0000, 0.0000, 0.5102, 8.5530
   10.5495,   1.0907, -0.741, 0.385172, 0.000000, 0.005080,-0.040728,-0.067988, 0.0000, 0.0000, 0.5035, 7.2767
   10.6191,   1.0474, -0.736, 0.389453, 0.000000, 0.005092,-0.054006,-0.066875, 0.0000, 0.0000, 0.4973, 6.0733
   10.6906,   1.0030, -0.741, 0.393578, 0.000000, 0.005166,-0.069325,-0.065860, 0.0000, 0.0000, 0.4914, 4.9652
   10.7634,   0.9577, -0.754, 0.397430, 0.000000, 0.005300,-0.086814,-0.064909, 0.0000, 0.0000, 0.4858, 3.9689
   10.8366,   0.9123, -0.777, 0.400836, 0.000000, 0.005503,-0.106560,-0.063975, 0.0000, 0.0000, 0.4806, 3.0949
   10.9094,   0.8670, -0.812, 0.403548, 0.000000, 0.005782,-0.128580,-0.063002, 0.0000, 0.0000, 0.4757, 2.3477
   10.9809,   0.8226, -0.861, 0.405236, 0.000000, 0.006153,-0.152745,-0.061927, 0.0000, 0.0000, 0.4710, 1.7265
   11.0505,   0.7793, -0.928, 0.405467, 0.000000, 0.006630,-0.178728,-0.060669, 0.0000, 0.0000, 0.4665, 1.2255
   11.1174,   0.7378, -1.016, 0.403676, 0.000000, 0.007226,-0.205929,-0.059134, 0.0000, 0.0000, 0.4620, 0.8348
   11.1807,   0.6984, -1.131, 0.399149, 0.000000, 0.007949,-0.233357,-0.057206, 0.0000, 0.0000, 0.4575, 0.5418
   11.2399,   0.6616, -1.276, 0.390997, 0.000000, 0.008785,-0.259557,-0.054755, 0.0000, 0.0000, 0.4529, 0.3317
   11.2943,   0.6278, -1.458, 0.378165, 0.000000, 0.009701,-0.282512,-0.051643, 0.0000, 0.0000, 0.4481, 0.1889
   11.3433,   0.5974, -1.678, 0.359452, 0.000000, 0.010611,-0.299708,-0.047747, 0.0000, 0.0000, 0.4429, 0.0982
   11.3863,   0.5707, -1.935, 0.333598, 0.000000, 0.011355,-0.308265,-0.043007, 0.0000, 0.0000, 0.4373, 0.0452
   11.4228,   0.5479, -2.219, 0.299458, 0.000000, 0.011689,-0.305378,-0.037535, 0.0000, 0.0000, 0.4316, 0.0176
   11.4526,   0.5294, -2.502, 0.256297, 0.000000, 0.011281,-0.289271,-0.031799, 0.0000, 0.0000, 0.4276, 0.0053
   11.4752,   0.5154, -2.739, 0.204271, 0.000000, 0.009843,-0.262192,-0.027178, 0.0000, 0.0000, 0.4315, 0.0010
   11.4904,   0.5059, -2.872, 0.145097, 0.000000, 0.007330,-0.235766,-0.026943, 0.0000, 0.0000, 0.4614, 0.0001
   11.4981,   0.5012, -2.871, 0.085148, 0.000000, 0.004300,-0.199346,-0.021450, 0.0000, 0.0000, 0.4573, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
Main WingCp Coefficients
Strip 1
  20,   2.298e+00,  -1.105e+01,   1.868e+00,      -0.082,      -0.723,      -0.686,   1.189e-05,     -1.0623
  21,   2.292e+00,  -1.105e+01,   1.868e+00,      -0.062,      -0.720,      -0.691,   3.532e-05,     -1.0821
  22,   2.280e+00,  -1.105e+01,   1.869e+00,      -0.041,      -0.716,      -0.697,   5.781e-05,     -0.9553
  23,   2.262e+00,  -1.105e+01,   1.869e+00,      -0.022,      -0.712,      -0.702,   7.885e-05,     -0.6737
  24,   2.239e+00,  -1.105e+01,   1.869e+00,       0.000,      -0.707,      -0.708,   9.797e-05,     -0.3815
  25,   2.211e+00,  -1.105e+01,   1.869e+00,       0.031,      -0.698,      -0.716,   1.148e-04,     -0.1862
  26,   2.180e+00,  -1.105e+01,   1.868e+00,       0.076,      -0.683,      -0.727,   1.292e-04,     -0.0901
  27,   2.145e+00,  -1.105e+01,   1.865e+00,       0.096,      -0.674,      -0.732,   1.406e-04,     -0.0606
  28,   2.107e+00,  -1.106e+01,   1.863e+00,       0.101,      -0.672,      -0.733,   1.485e-04,     -0.0585
  29,   2.069e+00,  -1.106e+01,   1.860e+00,       0.094,      -0.676,      -0.731,   1.525e-04,     -0.0686
  30,   2.029e+00,  -1.106e+01,   1.858e+00,       0.072,      -0.687,      -0.723,   1.525e-04,     -0.0842
  31,   1.991e+00,  -1.106e+01,   1.856e+00,       0.034,      -0.706,      -0.708,   1.486e-04,     -0.0958
  32,   1.953e+00,  -1.106e+01,   1.856e+00,       0.001,      -0.722,      -0.692,   1.413e-04,     -0.0990
  33,   1.918e+00,  -1.106e+01,   1.856e+00,      -0.022,      -0.734,      -0.679,   1.304e-04,     -0.1012
  34,   1.887e+00,  -1.106e+01,   1.857e+00,      -0.046,      -0.746,      -0.664,   1.164e-04,     -0.1070
  35,   1.859e+00,  -1.106e+01,   1.858e+00,      -0.075,      -0.760,      -0.645,   9.968e-05,     -0.1174
  36,   1.836e+00,  -1.106e+01,   1.860e+00,      -0.114,      -0.779,      -0.617,   8.064e-05,     -0.1374
  37,   1.818e+00,  -1.106e+01,   1.861e+00,      -0.187,      -0.809,      -0.557,   6.024e-05,     -0.1724
  38,   1.806e+00,  -1.106e+01,   1.864e+00,      -0.375,      -0.853,      -0.363,   4.120e-05,     -0.1641
  39,   1.800e+00,  -1.105e+01,   1.867e+00,      -0.672,      -0.727,       0.143,   2.880e-05,      0.0122
  40,   1.800e+00,  -1.105e+01,   1.871e+00,      -0.689,      -0.200,       0.696,   3.356e-05,     -0.1230
  41,   1.806e+00,  -1.104e+01,   1.876e+00,      -0.518,       0.158,       0.840,   4.950e-05,     -0.4021
  42,   1.818e+00,  -1.104e+01,   1.880e+00,      -0.394,       0.331,       0.858,   6.788e-05,     -0.4253
  43,   1.836e+00,  -1.103e+01,   1.885e+00,      -0.310,       0.425,       0.851,   8.592e-05,     -0.3947
  44,   1.859e+00,  -1.103e+01,   1.890e+00,      -0.241,       0.492,       0.837,   1.020e-04,     -0.3713
  45,   1.887e+00,  -1.102e+01,   1.895e+00,      -0.185,       0.541,       0.821,   1.161e-04,     -0.3558
  46,   1.918e+00,  -1.102e+01,   1.898e+00,      -0.130,       0.583,       0.802,   1.275e-04,     -0.3495
  47,   1.953e+00,  -1.102e+01,   1.901e+00,      -0.079,       0.618,       0.782,   1.363e-04,     -0.3491
  48,   1.991e+00,  -1.102e+01,   1.902e+00,      -0.016,       0.655,       0.755,   1.422e-04,     -0.3492
  49,   2.029e+00,  -1.102e+01,   1.902e+00,       0.050,       0.687,       0.725,   1.457e-04,     -0.3275
  50,   2.069e+00,  -1.102e+01,   1.899e+00,       0.101,       0.708,       0.699,   1.466e-04,     -0.2933
  51,   2.107e+00,  -1.102e+01,   1.896e+00,       0.141,       0.720,       0.679,   1.442e-04,     -0.2656
  52,   2.145e+00,  -1.103e+01,   1.892e+00,       0.174,       0.728,       0.663,   1.385e-04,     -0.2517
  53,   2.180e+00,  -1.103e+01,   1.887e+00,       0.205,       0.734,       0.647,   1.293e-04,     -0.2599
  54,   2.211e+00,  -1.104e+01,   1.882e+00,       0.239,       0.738,       0.631,   1.170e-04,     -0.3023
  55,   2.239e+00,  -1.104e+01,   1.877e+00,       0.246,       0.738,       0.628,   1.006e-04,     -0.4587
  56,   2.262e+00,  -1.105e+01,   1.873e+00,       0.230,       0.737,       0.635,   8.089e-05,     -0.8128
  57,   2.280e+00,  -1.105e+01,   1.870e+00,       0.201,       0.735,       0.648,   5.898e-05,     -1.1975
  58,   2.292e+00,  -1.105e+01,   1.869e+00,       0.162,       0.732,       0.662,   3.575e-05,     -1.3831
  59,   2.298e+00,  -1.105e+01,   1.868e+00,       0.128,       0.729,       0.673,   1.196e-05,     -1.4338
Strip 2
  60,   2.296e+00,  -1.105e+01,   1.862e+00,      -0.081,      -0.723,      -0.686,   3.589e-05,     -0.4559
  61,   2.290e+00,  -1.105e+01,   1.863e+00,      -0.062,      -0.720,      -0.691,   1.066e-04,     -0.4645
  62,   2.277e+00,  -1.105e+01,   1.863e+00,      -0.041,      -0.716,      -0.697,   1.745e-04,     -0.4165
  63,   2.260e+00,  -1.104e+01,   1.864e+00,      -0.022,      -0.712,      -0.702,   2.379e-04,     -0.3051
  64,   2.236e+00,  -1.104e+01,   1.864e+00,       0.000,      -0.707,      -0.708,   2.956e-04,     -0.1806
  65,   2.208e+00,  -1.104e+01,   1.863e+00,       0.031,      -0.698,      -0.716,   3.464e-04,     -0.0877
  66,   2.176e+00,  -1.105e+01,   1.862e+00,       0.076,      -0.683,      -0.727,   3.899e-04,     -0.0408
  67,   2.141e+00,  -1.105e+01,   1.860e+00,       0.096,      -0.674,      -0.732,   4.243e-04,     -0.0352
  68,   2.103e+00,  -1.105e+01,   1.857e+00,       0.101,      -0.672,      -0.733,   4.479e-04,     -0.0462
  69,   2.064e+00,  -1.105e+01,   1.855e+00,       0.094,      -0.676,      -0.731,   4.601e-04,     -0.0661
  70,   2.025e+00,  -1.106e+01,   1.852e+00,       0.072,      -0.687,      -0.723,   4.601e-04,     -0.0906
  71,   1.985e+00,  -1.106e+01,   1.851e+00,       0.034,      -0.706,      -0.708,   4.485e-04,     -0.1075
  72,   1.948e+00,  -1.106e+01,   1.850e+00,       0.001,      -0.722,      -0.692,   4.262e-04,     -0.1105
  73,   1.912e+00,  -1.106e+01,   1.850e+00,      -0.022,      -0.734,      -0.679,   3.936e-04,     -0.1116
